   ;KUNDE;PRIVAT;JAHR;LEASINGOBJEKT;OBJEKTTYP;KRAFTSTOFF
9609;2640384626;1;2021;Kia (ROK) Ceed SW 1,4 TGDI;Fahrzeuge / PKW, Kombi;
9610;3322127551;1;2020;Mercedes-Benz GLB-Klasse GLB 220d 4MATIC Aut. 140kw, Diesel, 5-Türer, SUV, Diesel;Fahrzeuge / PKW, Kombi;
9611;262069470;0;2021;Audi Q2 40 TFSI quattro S line, 140 KW;Fahrzeuge / PKW, Kombi;
9612;2363946661;1;2022;VW Golf 2,0 TDI DSG;Fahrzeuge / PKW, Kombi;B
9613;977370552;0;2021;LKW MAN TGS 37.440 inkl. Betonmischer;Fahrzeuge / LKW über 3,5t;D
9614;1237150407;1;2021;Renault Mégane Limited Blue dCi 95 70kw, 5-Türer, Limousine, Diesel;Fahrzeuge / PKW, Kombi;
9615;4227052092;0;2022;Kia Ceed Platin;Fahrzeuge / PKW, Kombi;Diesel
9616;4227052092;0;2023;Fiat E-Ulysse Living LoungeXL;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Strom
9617;4227052092;0;2023;BYD Atto 3 Design;Fahrzeuge / PKW, Kombi;Strom
9618;1253167471;0;2021;Dieci 26.6 Nr. ZNVNL C190MXE02914;Fahrzeuge / Traktoren;
9619;1253167471;0;2022;Hakenlift PH 19 inkl. Container;Fahrzeuge / Anhänger;
9620;1253167471;0;2022;John Deere 6155 R;Fahrzeuge / Traktoren;Diesel
9621;1253167471;0;2022;John Deere 6155 R;Fahrzeuge / Traktoren;Diesel
9622;1253167471;0;2023;Muldenkipper Dumper Dinapolis DINA DPS-18;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
9623;2572243023;0;2021;Mini Cooper SE;Fahrzeuge / PKW, Kombi;
9624;2572243023;0;2023;2 Stk. Hyundai 50B-9 + 1 Stk. Hyundai 80D-9 inkl. Batterie und Zubehör;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);Strom
9625;2572243023;0;2024;3 Stk. Linde Kommisioniergeräte + 1 Stk. Baoli EP20-111;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);Strom
9626;1621910625;0;2021;Hard- und Software DELL PowerEdge R740 Server, Netapp AFF A250, Netapp FAS 2720, Citrix Virtual Apps and Desktops Advanced;Betriebs- und Geschäftsausstattung / EDV-Hardware;
9627;716549154;1;2020;Nissan Qashqai 1.3 DIG-T N-Way 6MT;Fahrzeuge / PKW, Kombi;
9628;2293791298;1;2020;Nissan X-TRAIL Acenta 1,7 dCI 6 MT 4x4;Fahrzeuge / PKW, Kombi;
9629;1225986231;0;2022;Citroen Jumper BHDI140 L3H2 35;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);D
9630;1225986231;0;2020;Opel Movano Kastenwagen 2.3 CDTI Turbo;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);D
9631;1225986231;0;2020;Opel Movano Kastenwagen L2H2 2.3 CDTI;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);D
9632;1225986231;0;2021;Opel Vivaro Kasten Cargo 1,5 CDTI;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);D
9633;745434548;1;2021;Mazda CX-5 G165 AWD Takumi;Fahrzeuge / PKW, Kombi;D
9634;324941311;1;2022;Seat Ibiza Seat Ibiza FR Austria Edition;Fahrzeuge / PKW, Kombi;
9635;2793180751;0;2022;Mercedes EQC 400 4Matic;Fahrzeuge / PKW, Kombi;B
9636;2793180751;0;2022;BMW 530d xDrive Touring G31 B57;Fahrzeuge / PKW, Kombi;Benzin
9637;2793180751;0;2022;Audi Q4 40 e-tron 150 kW / 4-türig;Fahrzeuge / PKW, Kombi;Strom
9638;2793180751;0;2022;BMW 530d xDrive Touring G31 B57;Fahrzeuge / PKW, Kombi;Benzin
9639;2793180751;0;2023;Tesla Model Y;Fahrzeuge / PKW, Kombi;Strom
9640;2793180751;0;2023;BMW iX3 G05 HA0;Fahrzeuge / PKW, Kombi;Strom
9641;2793180751;0;2023;Audi Q4 50 e-tron quattro;Fahrzeuge / PKW, Kombi;Strom
9642;2793180751;0;2023;VW ID.4 Pro 128kW;Fahrzeuge / PKW, Kombi;Strom
9643;2793180751;0;2023;Mercedes EQA 300 4MATIC;Fahrzeuge / PKW, Kombi;Strom
9644;2793180751;0;2024;BMW i5 xDrive40 Limousine G60 XE2;Fahrzeuge / PKW, Kombi;Strom
9645;2164411710;0;2022;Heka S+ Behandlungseinheit inkl. Zubehör;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
9646;1666346884;1;2021;Opel Insignia ST;Fahrzeuge / PKW, Kombi;
9647;2269841079;1;2021;VW Golf Life;Fahrzeuge / PKW, Kombi;B
9648;2634395569;1;2021;Peugeot 5008 1,5 Blue HDI;Fahrzeuge / PKW, Kombi;
9649;4172318455;0;2022;CUPRA Born;Fahrzeuge / PKW, Kombi;Strom
9650;4172318455;0;2023;Peugeot 208e;Fahrzeuge / PKW, Kombi;Strom
9651;3848342280;0;2021;Fiat Doblo L2H1;Fahrzeuge / Kleinautobusse (bis 3,5t);B
9652;3848342280;0;2022;Ford Tourneo Custom;Fahrzeuge / Kleinautobusse (bis 3,5t);
9653;3848342280;0;2021;Fiat Talento L2H1;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);D
9654;3848342280;0;2022;Fiat Doblo L1H1 1.6 MultiHet II;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);D
9655;3848342280;0;2022;Ford Galaxy Diesel;Fahrzeuge / Kleinautobusse (bis 3,5t);D
9656;3848342280;0;2020;FORD TRANSIT 2020.5 FAHRGESTELL TREND L4H1 350;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
9657;3848342280;0;2023;Mini Cooper S Cabrio;Fahrzeuge / PKW, Kombi;Benzin
9658;3848342280;0;2023;Ford Transit Custom;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
9659;4287944701;0;2021;Toyota RAV4 2,5 Black Edition 2WD Aut. 131kw, SUV, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
9660;2613215795;0;2020;swissQprint Nyala 3 UV-Drucker;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
9661;4140349529;0;2021;VW Crafter (Klein-LKW) 35 Kasten MR L3H3 2,0-I-TDI BMT HSB 130kw, Diesel, 4-Türer, Kastenwagen, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
9662;4140349529;0;2021;VW Crafter (Klein-LKW) 35 Kasten MR L3H3 2,0 TDI BMT 103kw, Diesel, 4-Türer, Kastenwagen, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
9663;4140349529;0;2021;Ford Galaxy (Kleinbus) 2,0 EcoBlue SCR Titanium Aut. 139,7kw, Diesel, 5-Türer, MPV, Diesel;Fahrzeuge / Kleinautobusse (bis 3,5t);
9664;3285078957;0;2021;Ford Ranger 2020.75 Pick-Up;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);B
9665;2427221765;0;2021;Hyundai Tucson 1,6 CRDI 4WD 48V Trend Line DCT 100kw, Diesel, 5-Türer, SUV, Diesel;Fahrzeuge / PKW, Kombi;
9666;3414939123;0;2021;Opel Movano Kastenwagen L3H2;Fahrzeuge / Kleinautobusse (bis 3,5t);D
9667;4157467812;0;2020;MAN TGE (Klein-LKW) 3.180;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
9668;2342802567;1;2020;Toyota Yaris 1,5 Hub;Fahrzeuge / PKW, Kombi;B
9669;963475711;0;2022;1 Containeranlage;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
9670;2437874109;1;2023;Audi A4 Avant 35 TDI, Diesel, 5-Türer;Fahrzeuge / PKW, Kombi;Diesel
9671;928189367;0;2020;Ford Ranger (Klein-LKW) Doppelkabine Raptor 4x4 2,0 EcoBlue Aut. 157kw, 2-Türer, Pick up, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
9672;3114918100;0;2021;BMW X1 xDrive 18d;Fahrzeuge / PKW, Kombi;
9673;2107399625;0;2021;Ford Transit Kasten EK 350L 2,0 TDCi;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);B
9674;2107399625;0;2023;Audi S5 Coupe quattro;Fahrzeuge / PKW, Kombi;Diesel
9675;3069572598;0;2022;MAN TGS 33.510 6x6 BB CH inkl. Kran und Aufbau;Fahrzeuge / LKW über 3,5t;
9676;3069572598;0;2022;MAN TGX 18.510 4x2 LL;Fahrzeuge / LKW über 3,5t;
9677;2352063731;0;2020;Mercedes-Benz Vito Tourer 114 CDI 4x4, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
9678;2565271643;0;2020;Fendt 312;Fahrzeuge / Traktoren;
9679;1839770498;0;2020;Ford Transit (Klein-LKW) 2,0 EcoBlue L2H2 290 Startup 80kw, 5-Türer, Kastenwagen, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
9680;633203926;0;2021;LKW IVECO S-Way AS 440 S 51 T/P;Fahrzeuge / LKW über 3,5t;D
9681;2167390099;1;2020;VW Golf VII 1,6 TDI 116PS Sound;Fahrzeuge / PKW, Kombi;B
9682;1943832047;0;2022;LKW Volvo FH13 540 6x4;Fahrzeuge / LKW über 3,5t;Diesel
9683;1943832047;0;2022;LKW Volvo FH13 540 6x4 inkl. EPSILON Ladekran und Rungenaufbau;Fahrzeuge / LKW über 3,5t;Diesel
9684;1596971382;0;2021;Fiat Ducato L2H2;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
9685;1596971382;0;2021;Fiat Ducato (Klein-LKW) Kastenwagen L3H2;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
9686;1596971382;0;2021;Photvoltaikanlage und LED Beleuchtung;Betriebs- und Geschäftsausstattung / Andere Anlagen Betriebs- und Geschäftsausstattung;
9687;2475071254;0;2021;Fiat Talento L2H1 2.0 EcoJet;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);D
9688;2475071254;0;2021;Fiat Talento L2H1;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);D
9689;2475071254;0;2022;Skoda Enyaq IV 80;Fahrzeuge / PKW, Kombi;B
9690;2475071254;0;2022;Ford Focus 2022.5 Turnier ST-Line Vignale;Fahrzeuge / PKW, Kombi;
9691;2475071254;0;2020;Audi S6 Avant TDI quattro;Fahrzeuge / PKW, Kombi;B
9692;2475071254;0;2021;Porsche Macan S II;Fahrzeuge / PKW, Kombi;B
9693;1662558041;1;2020;Audi A4 Avant 35 TFSI S line 110kw;Fahrzeuge / PKW, Kombi;
9694;2475632220;1;2021;BMW X3-Reihe G01 X3 xDrive 20d M Sport Aut. 140kw, Diesel, 5-Türer, SUV, Diesel;Fahrzeuge / PKW, Kombi;
9695;1386643955;1;2020;Volvo XC 60 B4 AWD Momentum;Fahrzeuge / PKW, Kombi;
9696;2953338069;1;2021;KIA EV6 (Elektro) AWD GT-Line Premium Aut. 239kw, Strom;Fahrzeuge / PKW, Kombi;
9697;3159134237;0;2022;KOBELCO SK75SR-7;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
9698;3159134237;0;2022;Raupenbagger Kobelco SK300NLC-11;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);Diesel
9699;3159134237;0;2021;KOBELCO SK350NLC-11;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
9700;3159134237;0;2021;KOBELCO SK210NLC-11;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
9701;3159134237;0;2021;KOBELCO SK300NLC-10E;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
9702;3159134237;0;2023;Finlay Prallmühle IC110RS;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
9703;3159134237;0;2023;KOBELCO SK140SR-7;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);Diesel
9704;3159134237;0;2023;MAN TGE 3.180;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
9705;3159134237;0;2023;FINLAY J960MKII;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
9706;3159134237;0;2023;KOBELCO SK130LC-11;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);Diesel
9707;3159134237;0;2023;KOBELCO SK140SRLC-7;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);Diesel
9708;4047967238;0;2020;Ford Mustang Bullitt;Fahrzeuge / PKW, Kombi;B
9709;827801794;0;2021;Tesla Model Y (Elektro) ;Fahrzeuge / PKW, Kombi;
9710;1601232836;1;2020;Opel Grandland X Ultimate 1,5;Fahrzeuge / PKW, Kombi;B
9711;2062045347;0;2021;Toyota Hilux Double Cab Executive 2,8l;Fahrzeuge / PKW, Kombi;
9712;2062045347;0;2022;"Kubota Kompaktbagger KX 080-4; BJ 04/2020 und Beka-Max Zentralschmieranlage";Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
9713;977947094;0;2021;DMG MORI Dreh-Fräszentrum CTX beta 800 TC mit Zubehör;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
9714;3788537265;1;2021;VW Golf VIII Rabbit 1,0 TSI 66kw, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
9715;1160642830;0;2021;Traktor John Deere 6120 mit Frontlader;Fahrzeuge / Traktoren;
9716;3766179117;0;2021;6-Komponenten PU-Dosier- Misch und Gießanlage, Masch.-Nr.1635;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
9717;3766179117;0;2021;2-Komponenten PU-Dosier- Misch und Gießanlage, Masch.-Nr. 1912;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
9718;3766179117;0;2021;Lackkammertrockner für Beschichtungsstoffe, Masch.-Nr. 871127;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
9719;3766179117;0;2021;Lackkammertrockner für Beschichtungsstoffe, Masch.-Nr. 871125;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
9720;3766179117;0;2021;Kunststoffgießmaschine, Masch-Nr.1738;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
9721;3766179117;0;2021;Lackkammertrockner für Beschichtungsstoffe, Masch.-Nr. 871079;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
9722;3766179117;0;2021;7-Komponenten PU-Dosier- Misch und Gießanlage Masch-Nr.1838;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
9723;3766179117;0;2021;Umluftofern elektr. beheizt, Masch.-Nr.870979;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
9724;2689542478;1;2020;Seat Ibiza Xcellence EcoTSI;Fahrzeuge / PKW, Kombi;B
9725;4069695988;0;2021;Entstauber Vacomat N-1000 + Brikettierpresse Compacto CT 800;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
9726;4069695988;0;2021;Entstauber Schuko + HOMAG Kantenanleimmaschine + KAESER Schraubenkompressor;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
9727;1258748541;1;2021;Mazda 3 G150 Edition 100;Fahrzeuge / PKW, Kombi;
9728;1477832340;1;2020;Mercedes-Benz GLA X156 200 115kw, Benzin bleifrei, 5-Türer, SUV, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
9729;1148615285;1;2021;Audi Q3 45 TFSI e Sportback;Fahrzeuge / PKW, Kombi;
9730;733477064;1;2021;BMW X4 xDrive20d G02 B47;Fahrzeuge / PKW, Kombi;B
9731;2775497739;0;2021;BULMOR EQN 50-12-40 D, Hydro Extrusion;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9732;2775497739;0;2021;Stapler Linde L14, Huphupf;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9733;2775497739;0;2021;2 Stk. Stapler Linde L12, 4 Stk. E16L, 1 Stk. E18L, Stiefler;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9734;2775497739;0;2021;HUBTEX Seitenstapler Fremdgerät, Hydro Extrusion;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9735;2775497739;0;2021;7 Stk. Stapler Linde T16, Harald Laimer;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9736;2775497739;0;2021;Stapler Linde H30D, Halbartschlager;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9737;2775497739;0;2021;6 Stk. Stapler Linde H25 D, 1x H30, 1x H50, TenCate;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9738;2775497739;0;2021;Stapler Linde R25 F, Hydro Fabrication;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9739;2775497739;0;2022;Linde THX Mast, GSW STR;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9740;2775497739;0;2021;Stapler Linde E16, Largilla;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9741;2775497739;0;2022;Stapler Linde T16, Harald Leimer;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9742;2775497739;0;2022;Stapler Linde Safety Guard, DS Smith;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9743;2775497739;0;2021;Stapler Linde E 35 HL, Stiefler;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9744;2775497739;0;2023;Stapler E30, Mahle;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);Strom
9745;2775497739;0;2023;Stapler E30R, Krenhof;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);Strom
9746;2775497739;0;2021;Stapler Linde L16 AP, Enerox;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9747;2775497739;0;2021;2 Stk. Stapler Linde E80/900, Hydro Extrusion;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9748;2775497739;0;2020;Kompaktstapler ROXX 120, Veitsch;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9749;2775497739;0;2021;3 Stk. Stapler Linde L12, Hydro Extrusion;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9750;2775497739;0;2021;Stapler Linde T20 SP, Hydro;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9751;2775497739;0;2021;Diverse Stapler Linde, TenCate;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9752;2775497739;0;2021;Hubmast Triplex für Linde Stapler, IMERYS;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9753;2775497739;0;2021;Stapler Linde H40D, MF Liezen;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9754;2775497739;0;2021;Stapler Linde E 25, Enerox;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9755;2775497739;0;2021;Stapler Linde R16 G, Verter;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9756;2775497739;0;2020;2 Stk. Stapler Linde H35 D, Hünnebeck;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9757;2775497739;0;2021;7 Stk. Stapler Linde T16 (2), Harald Laimer;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9758;2775497739;0;2020;Stapler Linde E 20 L, BEXity;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9759;2775497739;0;2021;Diverse Stapler Linde, Würth;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9760;2775497739;0;2020;Stapler Linde L14, Salinen;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9761;2775497739;0;2020;Stapler Linde H30 D, Röfix;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9762;2775497739;0;2021;2 Stk. Stapler Linde T16, Frutarom;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9763;2775497739;0;2021;3 Stk. Stapler Linde E 25 L, Hydro Extrusion;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9764;2775497739;0;2021;4 Stk. diverse Stapler, diverse Lieferanten;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9765;2775497739;0;2020;Stapler Linde E 40, Hanfwolf;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9766;2775497739;0;2021;2 Stk. Stapler Linde T16, 1 Stk. L14 AP, Frutarom;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9767;2775497739;0;2021;Stapler Linde E35 L, L14, Isovolta;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9768;2775497739;0;2020;Stapler Linde E 40, Schwingshandl;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9769;2775497739;0;2021;Stapler Linde L10, Steinrieser;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9770;2775497739;0;2021;4 Stk. Stapler Linde (E35, L20, 2xE50), Hydro Extrusion;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9771;2775497739;0;2021;Stapler Linde E16P, ROWA;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9772;2775497739;0;2021;Linde Batterie 80V, Sbg. Eisenbahn;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9773;2775497739;0;2021;Linde ENERSYS 10 Batterien 48V, Primanit;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
9774;2775497739;0;2021;2 Stk. Linde Li-ION 90V, ZinkPower;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9775;2775497739;0;2021;Linde Batterie Li-ION 90V, Paletten Winter;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
9776;2775497739;0;2021;Linde Li-ION 90V, Wienerberger;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9777;2775497739;0;2021;Stapler Linde E25L, Sappi;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9778;2775497739;0;2021;Linde DURWEN DG 30-S, Veitsch;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9779;2775497739;0;2021;Stapler Linde E 20 PH, BRP-Rotax;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9780;2775497739;0;2021;Stapler Linde E 40, Semsysco;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9781;2775497739;0;2021;2 Stk. PEFRA Anhänger, PreZero;Fahrzeuge / Anhänger;
9782;2775497739;0;2021;Stapler Linde L12i, LVO;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9783;2775497739;0;2021;Stapler Linde E 16 PH, CINAR;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9784;2775497739;0;2022;Linde Li-Ionen Ladegerät /90V, Hydro Ex;Betriebs- und Geschäftsausstattung / Andere Anlagen Betriebs- und Geschäftsausstattung;
9785;2775497739;0;2022;Stapler Linde E 35 L, Lohberger;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9786;2775497739;0;2021;Linde Batterie Li-ION 90V, Paletten Winter;Betriebs- und Geschäftsausstattung / Geräte, Automaten;
9787;2775497739;0;2021;Stapler Linde D14 AP und T20 AP, BEXity;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9788;2775497739;0;2023;Stapler R14, Würth Hochenburger;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);Diesel
9789;2775497739;0;2021;Stapler Linde E16P, Hillinger;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9790;2775497739;0;2021;Stapler Linde L16AP, CanPack;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9791;2775497739;0;2020;Stapler Linde L12, Höller;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9792;2775497739;0;2020;Stapler Linde H35L, FERTEC;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9793;2775497739;0;2020;Stapler Linde L14, ESIM;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9794;2775497739;0;2020;8 Stk. Stapler Linde H35 D, 1x H40D, 1x H30 D, GSW STR;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9795;2775497739;0;2020;3 Stk. Stapler Linde E30, Josef Schuberth;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9796;2775497739;0;2020;Stapler Linde H80D, MBS;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9797;2775497739;0;2020;7 Stk. Stapler Linde T20 AP, GSW STR;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9798;2775497739;0;2020;Stapler Linde R20, GSW STR;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9799;2775497739;0;2020;Stapler Linde L12, GSW STR;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9800;2775497739;0;2020;Stapler Linde E35L, Skapa;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9801;2775497739;0;2020;Stapler Linde H35D, Tiroler Rohre;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9802;2775497739;0;2020;Stapler Linde D12 AP, Strebel;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9803;2775497739;0;2020;Stapler Linde E60, Bombardier;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9804;2775497739;0;2020;Stapler Linde R16 B, Innio;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9805;2775497739;0;2020;Stapler Linde E 20 L, BEXity;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9806;2775497739;0;2020;Stapler Linde E14, Triple A;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9807;2775497739;0;2020;7 Stk. Linde Li-ION 90 V, Schweighofer;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9808;2775497739;0;2020;Stapler Linde E 16 C, Schwingshandl;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9809;2775497739;0;2020;2 Stk. Linde K range, Quehenberger;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9810;2775497739;0;2020;2 Stk. Stapler Linde E 45, 3 Stk. E 35, iss Automotive;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9811;2775497739;0;2020;2 Stk. Stapler Linde H 50 D, Logistik Service;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9812;2775497739;0;2020;Stapler Linde T25 SP, JCL;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9813;2775497739;0;2020;Stapler Linde K range L head Truck, Delacon;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9814;2775497739;0;2020;7 Stk. Stapler Linde, SalzburgMilch;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
9815;2775497739;0;2020;Linde Li-ION 90V, ZinkPower;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
